Crop,Region,Month,Fertilizer,N,P,K,Temperature(C),Humidity(%),Soil_pH,Moisture(%)
Cauliflower,Gujarat,September,Phosphobacteria,22.8,91.2,70.2,23.5,32.9,5.3,33.5
Cauliflower,Gujarat,November,Pyrites,109.7,91.1,95.2,35.5,26.1,5.6,26.3
Cauliflower,Haryana,June,Green Manure,19.4,31.5,104.4,35.0,69.5,6.7,7.1
Cauliflower,Himachal Pradesh,December,Vermicompost,67.8,14.4,93.4,36.9,55.4,5.0,10.4
Cauliflower,Chhattisgarh,March,Monoammonium Phosphate (MAP),15.0,67.5,34.5,24.3,98.2,8.9,11.0
Cauliflower,Madhya Pradesh,November,Magnesium Sulphate,13.2,79.9,47.9,32.7,71.1,7.2,14.8
Cauliflower,Andhra Pradesh,April,Compost,11.8,6.4,55.0,18.5,73.9,8.3,17.7
Cauliflower,Haryana,July,Zinc EDTA,2.5,73.6,94.9,26.3,88.0,5.3,17.5
Cauliflower,Gujarat,October,Molybdenum (Ammonium Molybdate),96.9,48.2,119.5,23.4,35.3,6.8,10.8
Cauliflower,Haryana,January,NPK 17:17:17,110.9,4.7,11.6,16.1,62.0,8.7,23.8
Cauliflower,Arunachal Pradesh,May,Anhydrous Ammonia,36.3,86.2,80.5,35.7,38.9,5.1,16.8
Cauliflower,Jharkhand,December,Boron (Boric Acid/Borax),89.6,6.4,11.4,42.1,79.8,6.3,13.9
Cauliflower,Maharashtra,March,Sulphur-Coated Urea,128.9,13.4,99.4,17.6,68.7,5.0,27.5
Cauliflower,Maharashtra,February,Pyrites,47.6,39.0,18.2,19.6,20.9,5.8,33.1
Cauliflower,Gujarat,July,Boron (Boric Acid/Borax),77.3,14.1,34.2,24.6,27.7,5.4,13.9
Cauliflower,Bihar,January,NPK 14:35:14,93.0,42.2,20.4,35.8,39.4,5.5,31.8
Cauliflower,Maharashtra,May,Dolomite,124.6,5.1,70.5,25.7,44.4,6.8,35.8
Cauliflower,Gujarat,November,Farmyard Manure (FYM),84.0,36.6,20.7,22.4,89.0,7.7,22.5
Cauliflower,Arunachal Pradesh,April,Bone Meal,72.4,81.3,99.1,23.8,74.1,5.7,5.3
Cauliflower,Chhattisgarh,August,Farmyard Manure (FYM),18.9,68.4,68.7,15.4,85.2,8.3,22.8
Cauliflower,Kerala,February,Rhizobium Biofertilizer,127.4,96.4,92.3,44.9,23.9,8.1,18.2
Cauliflower,Chhattisgarh,May,Urea,112.8,84.4,114.6,37.0,94.3,8.3,42.0
Cauliflower,Goa,July,Gypsum,106.9,10.6,81.8,23.1,65.5,7.0,25.6
Cauliflower,Chhattisgarh,March,Vesicular Arbuscular Mycorrhiza (VAM),61.3,29.1,52.1,22.6,77.1,6.5,44.6
Cauliflower,Haryana,March,NPK 20:20:13,74.5,54.2,112.2,42.8,81.3,7.1,43.9
Cauliflower,Gujarat,September,Dolomite,82.1,12.6,94.1,19.7,22.2,8.3,26.7
Cauliflower,Assam,January,Polymer Coated Urea,5.5,96.8,34.9,27.0,27.2,7.5,43.2
Cauliflower,Kerala,February,NPK 20:20:13,99.3,98.8,86.5,28.6,78.2,8.1,13.4
Cauliflower,Goa,April,Neem-Coated Urea,35.1,40.8,8.1,44.1,38.3,4.8,7.5
Cauliflower,Jharkhand,December,Rock Phosphate,105.1,82.0,1.2,29.4,31.9,4.5,36.9
Cauliflower,Andhra Pradesh,October,Azotobacter Biofertilizer,105.3,15.8,55.5,31.2,91.0,4.6,36.7
Cauliflower,Himachal Pradesh,May,NPK 14:28:14,77.8,20.8,66.9,21.9,24.2,5.4,41.0
Cauliflower,Goa,November,Calcium Nitrate,90.9,68.5,44.2,42.5,88.5,5.9,24.6
Cauliflower,Haryana,March,Pyrites,24.4,39.2,30.3,29.3,31.6,8.5,7.6
Cauliflower,Himachal Pradesh,October,Muriate of Potash (MOP),128.1,62.9,108.6,19.2,49.5,6.1,40.4
Cauliflower,Bihar,March,Boron Fortified NPK,80.6,39.1,105.3,30.1,75.4,4.6,21.7
Cauliflower,Assam,June,Pyrites,21.2,45.1,52.0,38.2,26.1,5.7,6.7
Cauliflower,Andhra Pradesh,July,NPK 16:20:0,77.6,74.2,6.7,12.0,54.2,8.0,41.2
Cauliflower,Assam,January,NPK 19:19:19,97.1,65.7,15.5,32.7,23.1,5.3,12.1
Cauliflower,Maharashtra,March,Zinc Fortified Urea,36.2,13.6,113.1,23.5,73.3,8.5,8.5
Cauliflower,Maharashtra,February,Sulphate of Potash (SOP),23.0,70.8,118.9,41.3,57.6,7.5,48.9
Cauliflower,Maharashtra,May,NPK 20:20:13,122.6,50.2,58.6,10.9,91.7,5.8,48.5
Cauliflower,Gujarat,November,Vermicompost,72.2,30.0,20.9,41.2,76.1,8.1,23.0
Cauliflower,Assam,February,Azotobacter Biofertilizer,101.6,53.2,17.7,43.8,67.2,7.3,15.5
Cauliflower,Bihar,December,Single Super Phosphate (SSP),94.2,3.7,27.7,10.9,45.1,4.9,29.5
Cauliflower,Chhattisgarh,April,Urea,139.4,33.5,15.8,19.7,56.4,4.9,7.5
Cauliflower,Himachal Pradesh,March,Azolla,129.3,84.7,18.0,14.9,48.0,8.3,20.1
Cauliflower,Gujarat,December,Sulfur Coated Urea,105.5,97.6,43.7,13.5,63.4,7.8,16.6
Cauliflower,Assam,June,Monoammonium Phosphate (MAP),15.3,26.7,81.3,13.1,96.2,5.7,16.2
Cauliflower,Himachal Pradesh,July,Gypsum,105.4,45.0,15.4,42.7,62.5,4.6,29.2
Cauliflower,Goa,November,Potassium Nitrate,113.3,8.6,61.2,12.5,93.0,6.3,33.0
Brinjal (Eggplant),Bihar,October,Farmyard Manure (FYM),82.3,76.6,69.0,25.5,87.7,5.2,45.6
Brinjal (Eggplant),Himachal Pradesh,April,Boron Fortified NPK,138.2,56.0,17.3,26.5,64.4,8.9,49.2
Brinjal (Eggplant),Jharkhand,April,Zinc Sulphate,38.4,90.5,102.3,20.9,91.5,5.7,25.6
Brinjal (Eggplant),Haryana,May,NPK 19:19:19,6.0,16.1,41.8,30.2,28.4,8.8,14.2
Brinjal (Eggplant),Bihar,October,Manganese Sulphate,132.2,87.4,42.1,15.4,61.5,7.1,26.2
Brinjal (Eggplant),Assam,October,NPK 14:28:14,8.2,76.5,41.7,43.6,59.6,6.1,30.4
Brinjal (Eggplant),Bihar,May,Ammonium Chloride,55.1,87.2,1.0,23.5,21.8,8.5,27.4
Brinjal (Eggplant),Himachal Pradesh,February,NPK 28:28:0,112.1,70.1,84.9,16.1,22.0,8.1,32.2
Brinjal (Eggplant),Andhra Pradesh,February,Farmyard Manure (FYM),103.9,34.1,31.1,43.5,42.5,5.0,35.3
Brinjal (Eggplant),Andhra Pradesh,June,Anhydrous Ammonia,102.7,50.6,20.1,32.9,51.4,4.5,33.6
Brinjal (Eggplant),Bihar,October,Water Soluble NPK (19:19:19),112.7,22.1,53.2,30.3,69.9,7.1,6.6
Brinjal (Eggplant),Jharkhand,August,Polymer Coated Urea,89.4,79.8,20.4,20.2,82.7,4.6,22.9
Brinjal (Eggplant),Karnataka,November,Phosphobacteria,128.4,52.0,9.1,32.7,98.2,8.5,12.8
Brinjal (Eggplant),Madhya Pradesh,February,Zinc Fortified Urea,67.9,34.1,51.9,36.3,25.8,6.3,16.1
Brinjal (Eggplant),Maharashtra,March,Dolomite,15.0,19.2,98.2,26.3,84.2,7.6,19.3
Brinjal (Eggplant),Gujarat,July,NPK 20:20:13,54.3,52.7,5.1,37.9,22.2,7.5,30.7
Brinjal (Eggplant),Haryana,December,Green Manure,72.3,8.5,16.6,15.4,98.3,7.6,38.3
Brinjal (Eggplant),Gujarat,September,Urea,127.7,86.6,116.7,11.5,41.9,6.8,38.9
Brinjal (Eggplant),Madhya Pradesh,October,Polymer Coated Urea,52.3,13.8,71.2,38.0,88.7,6.8,10.6
Brinjal (Eggplant),Haryana,May,Green Manure,33.1,4.8,35.4,34.5,28.7,8.9,30.8
Brinjal (Eggplant),Jharkhand,June,Polymer Coated Urea,94.7,34.6,118.8,33.8,44.9,5.3,18.1
Brinjal (Eggplant),Arunachal Pradesh,December,Urea,35.7,77.8,107.4,11.8,76.6,6.6,27.1
Brinjal (Eggplant),Maharashtra,March,NPK 20:20:13,85.2,92.2,21.6,30.5,45.1,5.6,39.3
Brinjal (Eggplant),Gujarat,July,Diammonium Phosphate (DAP),4.7,61.1,81.7,21.7,44.4,8.6,33.1
Brinjal (Eggplant),Gujarat,May,Anhydrous Ammonia,119.1,71.7,71.8,33.9,62.9,8.2,20.3
Brinjal (Eggplant),Assam,December,Phosphobacteria,30.6,20.8,62.7,22.7,37.6,4.6,5.7
Brinjal (Eggplant),Andhra Pradesh,May,Copper Sulphate,55.9,52.1,28.7,28.1,36.6,5.1,40.9
Brinjal (Eggplant),Madhya Pradesh,March,Farmyard Manure (FYM),30.0,85.1,105.3,44.4,62.7,5.1,31.4
Brinjal (Eggplant),Chhattisgarh,April,Azolla,57.4,56.4,60.0,16.1,72.3,5.0,7.3
Brinjal (Eggplant),Madhya Pradesh,March,Neem-Coated Urea,49.0,37.4,48.0,30.3,94.0,7.7,22.1
Brinjal (Eggplant),Andhra Pradesh,September,Zinc Sulphate,47.0,71.2,47.4,30.4,60.3,6.6,31.4
Brinjal (Eggplant),Karnataka,January,NPK 30:10:10,9.2,25.2,3.2,14.0,78.3,6.2,13.6
Brinjal (Eggplant),Assam,August,Chelated Iron,137.7,2.0,66.4,15.2,90.9,8.5,35.4
Brinjal (Eggplant),Haryana,July,Magnesium Sulphate,91.9,49.4,19.6,44.3,28.9,5.5,18.6
Brinjal (Eggplant),Kerala,December,NPK 20:20:13,1.9,36.6,114.5,41.3,63.8,7.3,26.6
Brinjal (Eggplant),Maharashtra,December,Diammonium Phosphate (DAP),137.2,88.6,45.6,15.8,63.5,7.0,48.8
Brinjal (Eggplant),Himachal Pradesh,November,Azolla,6.4,9.0,88.8,29.3,84.4,8.2,40.3
Brinjal (Eggplant),Karnataka,June,Vesicular Arbuscular Mycorrhiza (VAM),42.9,98.9,88.1,34.1,88.5,7.9,18.6
Brinjal (Eggplant),Chhattisgarh,December,Compost,88.2,83.0,91.6,38.5,54.6,7.9,13.0
Brinjal (Eggplant),Bihar,January,Farmyard Manure (FYM),1.1,11.7,114.0,25.5,46.9,8.2,41.0
Brinjal (Eggplant),Maharashtra,October,Zinc Fortified Urea,9.2,13.8,114.0,24.1,80.1,6.6,47.4
Brinjal (Eggplant),Chhattisgarh,December,Sulfur Coated Urea,29.1,34.9,85.6,36.2,74.8,4.7,20.4
Brinjal (Eggplant),Jharkhand,November,Triple Super Phosphate (TSP),36.0,23.0,77.4,10.5,48.4,5.5,26.6
Brinjal (Eggplant),Goa,March,Gypsum,35.4,75.0,2.5,27.1,45.9,4.6,30.2
Brinjal (Eggplant),Haryana,September,Chelated Iron,60.4,13.9,82.7,21.3,55.5,8.8,12.2
Brinjal (Eggplant),Karnataka,June,Ferrous Sulphate,23.0,41.4,106.7,13.5,61.1,7.9,29.9
Brinjal (Eggplant),Assam,April,Zinc Oxysulphate,75.1,37.6,78.5,41.8,66.1,8.0,48.5
Brinjal (Eggplant),Chhattisgarh,March,NPK 28:28:0,63.6,81.2,87.5,19.0,76.2,6.6,21.3
Brinjal (Eggplant),Himachal Pradesh,January,Sulphur-Coated Urea,102.5,13.5,67.3,21.0,63.9,6.4,18.2
Brinjal (Eggplant),Madhya Pradesh,October,Ammonium Chloride,61.9,15.4,14.8,12.6,52.8,5.5,17.1
Brinjal (Eggplant),Andhra Pradesh,August,Ammonium Chloride,23.3,77.8,62.2,33.0,79.4,9.0,43.7
Brinjal (Eggplant),Karnataka,August,NPK 17:17:17,81.7,30.9,4.0,22.1,63.9,4.8,44.3
Brinjal (Eggplant),Maharashtra,August,NPK 30:10:10,118.7,53.3,25.7,27.9,49.9,6.4,41.5
Brinjal (Eggplant),Andhra Pradesh,November,NPK 20:20:0,47.1,31.1,66.5,34.8,40.3,6.6,42.7
Brinjal (Eggplant),Jharkhand,July,Boron (Boric Acid/Borax),83.7,57.4,7.0,14.9,26.0,6.7,14.9
Brinjal (Eggplant),Haryana,August,NPK 10:26:26,33.1,41.6,118.6,44.2,76.0,6.4,32.5
Brinjal (Eggplant),Jharkhand,May,Azolla,31.1,94.4,48.4,39.3,65.2,5.2,17.1
Brinjal (Eggplant),Arunachal Pradesh,October,Rock Phosphate,99.9,86.1,4.5,28.5,88.2,8.0,31.6
Brinjal (Eggplant),Himachal Pradesh,December,Ferrous Sulphate,129.8,11.1,76.2,41.3,77.4,8.3,29.3
Brinjal (Eggplant),Bihar,August,Copper Sulphate,21.4,2.2,93.3,11.2,48.7,7.2,17.4
Brinjal (Eggplant),Maharashtra,May,Molybdenum (Ammonium Molybdate),124.5,41.3,76.5,25.9,87.4,6.4,8.5
Brinjal (Eggplant),Bihar,October,Green Manure,92.5,58.9,62.5,15.3,20.8,7.0,25.2
Brinjal (Eggplant),Goa,April,Zinc EDTA,90.2,46.0,89.7,40.1,62.0,5.2,48.9
Brinjal (Eggplant),Maharashtra,May,Bone Meal,123.1,24.6,103.7,20.4,37.3,5.5,41.9
Brinjal (Eggplant),Goa,February,Compost,6.6,17.7,7.4,40.5,69.4,9.0,48.1
Brinjal (Eggplant),Kerala,September,NPK 14:28:14,47.3,59.8,21.0,13.8,28.3,6.3,34.7
Brinjal (Eggplant),Jharkhand,April,Anhydrous Ammonia,49.7,5.0,69.7,19.7,66.8,6.2,10.2
Brinjal (Eggplant),Karnataka,April,NPK 15:15:15,137.4,21.5,45.7,33.0,51.9,8.8,9.0
Brinjal (Eggplant),Karnataka,July,Vesicular Arbuscular Mycorrhiza (VAM),70.8,24.4,75.1,38.1,51.4,4.8,41.8
Brinjal (Eggplant),Assam,August,Muriate of Potash (MOP),71.4,0.9,66.0,15.5,75.6,5.5,11.1
Brinjal (Eggplant),Bihar,June,NPK 28:28:0,43.8,91.0,46.5,32.4,64.4,6.5,36.7
Brinjal (Eggplant),Madhya Pradesh,April,Single Super Phosphate (SSP),95.8,69.4,55.1,33.2,20.4,5.9,35.0
Brinjal (Eggplant),Haryana,May,Zinc Oxysulphate,12.7,13.2,44.0,24.6,30.3,6.1,30.3
Brinjal (Eggplant),Kerala,September,Molybdenum (Ammonium Molybdate),119.2,97.5,53.3,23.4,94.6,5.8,11.1
Brinjal (Eggplant),Goa,May,Pyrites,92.0,41.5,80.4,25.2,93.1,7.5,19.2
Brinjal (Eggplant),Chhattisgarh,May,Boron (Boric Acid/Borax),36.2,5.6,99.5,44.8,36.7,8.7,12.7
Brinjal (Eggplant),Arunachal Pradesh,October,Ammonium Nitrate,122.2,16.6,32.3,16.8,42.9,6.0,44.3
Brinjal (Eggplant),Madhya Pradesh,August,Azotobacter Biofertilizer,10.4,19.2,31.9,31.4,82.1,5.4,47.8
Brinjal (Eggplant),Andhra Pradesh,July,Zinc EDTA,131.5,89.0,71.2,41.1,57.4,7.5,17.4
Brinjal (Eggplant),Madhya Pradesh,October,Compost,31.0,79.6,85.9,12.1,47.2,6.3,42.6
Brinjal (Eggplant),Maharashtra,November,NPK 12:32:16,114.1,75.7,99.3,15.0,89.6,5.7,47.8
Brinjal (Eggplant),Arunachal Pradesh,September,Calcium Ammonium Nitrate (CAN),91.6,55.8,73.6,39.2,23.3,7.6,47.9
Brinjal (Eggplant),Haryana,March,Boron (Boric Acid/Borax),7.0,30.8,40.6,38.9,56.9,5.4,43.4
Brinjal (Eggplant),Andhra Pradesh,April,Neem-Coated Urea,80.2,1.9,104.0,13.4,88.6,5.4,20.7
Brinjal (Eggplant),Gujarat,March,Zinc EDTA,43.7,59.8,21.0,15.2,27.7,5.8,48.8
Brinjal (Eggplant),Gujarat,January,Neem-Coated Urea,42.0,34.0,57.7,22.9,98.4,6.2,25.1
Brinjal (Eggplant),Himachal Pradesh,September,Triple Super Phosphate (TSP),67.3,0.1,31.8,39.3,77.9,5.3,43.4
Brinjal (Eggplant),Arunachal Pradesh,April,Diammonium Phosphate (DAP),17.4,6.2,65.5,17.3,29.9,8.7,13.5
Brinjal (Eggplant),Gujarat,July,Gypsum,129.7,48.8,36.9,17.3,49.8,7.2,31.3
Brinjal (Eggplant),Kerala,December,NPK 17:17:17,86.1,23.4,39.9,36.8,28.7,8.4,34.1
Brinjal (Eggplant),Haryana,February,Vesicular Arbuscular Mycorrhiza (VAM),126.7,69.4,79.8,32.8,49.2,8.5,15.2
Brinjal (Eggplant),Chhattisgarh,December,Phosphobacteria,112.6,0.8,40.5,25.6,90.8,7.5,15.0
Brinjal (Eggplant),Gujarat,January,Zinc Sulphate,41.0,64.6,67.4,34.6,22.5,6.1,12.6
Brinjal (Eggplant),Goa,January,NPK 14:35:14,2.1,54.1,22.3,29.5,98.2,5.7,39.7
Brinjal (Eggplant),Bihar,May,Copper Sulphate,92.0,42.4,87.0,21.1,80.2,7.9,32.1
Brinjal (Eggplant),Goa,April,Zinc Fortified Urea,28.3,40.1,50.7,11.1,58.4,7.2,19.2
Brinjal (Eggplant),Himachal Pradesh,February,Magnesium Sulphate,31.8,29.4,19.0,10.5,67.0,5.8,27.6
Brinjal (Eggplant),Bihar,February,NPK 20:20:0,94.4,31.1,23.7,38.8,46.7,5.1,5.9
Brinjal (Eggplant),Goa,August,Water Soluble NPK (13:40:13),93.9,54.0,89.3,28.7,97.1,5.4,40.4
Brinjal (Eggplant),Himachal Pradesh,December,NPK 14:35:14,43.5,41.8,71.4,33.3,27.8,8.7,28.4
Okra (Bhindi),Assam,May,NPK 16:20:0,73.8,80.9,106.6,18.9,74.2,8.6,18.4
Okra (Bhindi),Jharkhand,March,Azotobacter Biofertilizer,116.5,78.0,29.5,40.8,97.5,6.0,45.6
Okra (Bhindi),Karnataka,July,NPK 14:35:14,106.4,82.0,17.1,15.0,85.7,8.1,10.4
Okra (Bhindi),Bihar,April,Sulphur-Coated Urea,62.3,25.1,18.1,35.7,34.8,8.5,37.5
Okra (Bhindi),Goa,March,Magnesium Sulphate,64.9,1.9,43.2,23.2,84.2,6.4,32.0
Okra (Bhindi),Kerala,March,NPK 30:10:10,90.1,13.6,11.9,10.4,92.5,5.0,20.1
Okra (Bhindi),Jharkhand,March,Neem-Coated Urea,132.1,85.6,66.1,23.5,68.6,8.3,26.7
Okra (Bhindi),Himachal Pradesh,October,Farmyard Manure (FYM),110.7,38.7,69.8,32.8,99.3,5.3,23.3
Okra (Bhindi),Himachal Pradesh,August,NPK 10:26:26,43.6,94.8,90.2,27.7,81.2,4.8,17.1
Okra (Bhindi),Karnataka,June,Zinc EDTA,80.1,43.8,102.4,36.3,43.4,7.8,31.0
Okra (Bhindi),Bihar,October,Ammonium Sulphate (AS),121.5,48.9,13.2,37.3,87.5,6.0,5.1
Okra (Bhindi),Goa,June,Rhizobium Biofertilizer,16.2,14.9,33.2,18.1,91.4,7.8,21.2
Okra (Bhindi),Assam,January,Gypsum,62.2,71.3,60.0,36.1,71.7,8.8,29.3
Okra (Bhindi),Karnataka,October,Sulfur Coated Urea,86.5,88.9,113.9,28.5,84.6,7.2,40.5
Okra (Bhindi),Madhya Pradesh,November,Muriate of Potash (MOP),119.9,76.2,12.5,17.0,39.4,4.5,37.1
Okra (Bhindi),Maharashtra,November,NPK 15:15:15,40.3,43.1,62.7,16.6,54.0,5.3,14.7
Okra (Bhindi),Karnataka,September,NPK 10:26:26,132.3,73.0,32.5,27.4,67.4,5.5,14.9
Okra (Bhindi),Maharashtra,December,Azotobacter Biofertilizer,120.7,18.3,39.7,34.3,49.0,7.4,12.9
Okra (Bhindi),Himachal Pradesh,April,Chelated Iron,23.4,18.8,34.0,13.5,84.2,4.7,20.3
Okra (Bhindi),Kerala,March,Double Super Phosphate (DSP),68.0,63.2,57.2,43.0,62.7,8.0,31.0
Okra (Bhindi),Arunachal Pradesh,February,NPK 30:10:10,110.5,43.7,2.7,19.9,77.1,4.8,19.0
Okra (Bhindi),Madhya Pradesh,December,NPK 20:20:0,127.8,62.8,59.4,40.1,75.5,8.3,40.9
Okra (Bhindi),Jharkhand,January,Potash Mobilizing Biofertilizer,101.2,42.6,56.7,34.4,25.3,6.0,6.4
Okra (Bhindi),Chhattisgarh,November,NPK 12:32:16,86.9,19.4,84.2,20.4,74.6,6.7,36.5
Okra (Bhindi),Goa,July,Azotobacter Biofertilizer,23.6,89.3,27.8,24.5,22.4,5.7,33.9
Okra (Bhindi),Gujarat,August,Zinc Sulphate,132.6,21.9,9.0,21.5,40.9,7.9,19.6
Okra (Bhindi),Himachal Pradesh,April,Potassium Nitrate,67.4,53.3,55.3,25.1,80.3,5.1,49.6
Okra (Bhindi),Maharashtra,June,Ammonium Sulphate (AS),127.9,54.7,64.1,20.1,53.1,8.8,6.7
Okra (Bhindi),Karnataka,February,Potassium Nitrate,123.9,42.1,39.2,13.8,25.1,4.6,9.3
Okra (Bhindi),Arunachal Pradesh,January,Ammonium Sulphate (AS),134.5,23.4,60.7,33.0,64.7,7.6,32.5
Okra (Bhindi),Gujarat,August,Neem-Coated Urea,133.0,25.3,64.5,25.2,79.7,7.2,42.7
Okra (Bhindi),Bihar,June,Sulfur Coated Urea,29.7,30.1,33.5,22.4,72.1,8.3,29.5
Okra (Bhindi),Gujarat,February,Water Soluble NPK (13:40:13),117.1,2.5,111.0,10.7,80.1,8.6,29.0
Okra (Bhindi),Arunachal Pradesh,July,Bone Meal,136.7,51.5,30.0,33.9,88.1,6.2,46.6
Okra (Bhindi),Arunachal Pradesh,February,NPK 14:35:14,59.9,74.9,36.4,20.4,77.7,6.6,36.7
Okra (Bhindi),Andhra Pradesh,March,Rhizobium Biofertilizer,102.0,21.8,102.3,25.6,59.4,6.8,17.3
Okra (Bhindi),Jharkhand,June,Manganese Sulphate,90.5,10.8,17.5,17.7,48.5,4.9,30.1
Okra (Bhindi),Maharashtra,June,Zinc Fortified Urea,115.7,25.1,108.8,22.0,29.5,8.0,25.6
Okra (Bhindi),Jharkhand,February,Boron (Boric Acid/Borax),45.8,96.2,99.6,41.6,72.1,7.6,48.3
Okra (Bhindi),Jharkhand,December,Urea,16.1,68.8,107.0,13.9,47.7,8.6,25.0
Okra (Bhindi),Bihar,July,Calcium Ammonium Nitrate (CAN),6.3,76.5,57.2,36.2,81.4,7.9,43.2
Okra (Bhindi),Jharkhand,March,Potassium Nitrate,97.3,77.9,45.5,28.5,57.1,4.6,40.3
Okra (Bhindi),Chhattisgarh,May,NPK 20:20:0,71.9,81.9,44.7,20.2,93.3,5.4,30.8
Okra (Bhindi),Maharashtra,November,Sulphate of Potash (SOP),14.6,51.6,22.5,35.1,42.0,6.1,14.1
Okra (Bhindi),Himachal Pradesh,November,Vesicular Arbuscular Mycorrhiza (VAM),69.4,96.5,4.0,34.1,69.9,8.8,10.2
Okra (Bhindi),Himachal Pradesh,August,NPK 15:15:15,39.6,21.7,47.5,37.5,87.8,6.5,9.5
Okra (Bhindi),Haryana,April,Magnesium Sulphate,83.5,86.8,79.5,29.5,50.7,5.6,20.9
Okra (Bhindi),Chhattisgarh,April,Triple Super Phosphate (TSP),72.6,19.6,36.6,36.6,31.0,8.9,10.6
Okra (Bhindi),Assam,August,Single Super Phosphate (SSP),56.1,23.9,61.6,25.7,30.1,8.1,29.7
Okra (Bhindi),Assam,December,Boron Fortified NPK,72.1,14.4,53.7,27.8,20.1,6.0,14.7
Okra (Bhindi),Andhra Pradesh,December,Molybdenum (Ammonium Molybdate),99.3,70.8,63.8,19.4,31.1,6.6,49.3
Okra (Bhindi),Maharashtra,October,Ammonium Sulphate (AS),96.1,57.3,19.2,43.4,22.7,7.9,17.1
Okra (Bhindi),Arunachal Pradesh,January,NPK 19:19:19,0.2,60.6,73.0,19.5,97.8,8.3,19.4
Okra (Bhindi),Karnataka,June,Vermicompost,106.0,46.5,102.4,18.2,24.1,5.8,25.3
Okra (Bhindi),Maharashtra,June,Zinc EDTA,72.7,75.8,96.4,14.4,26.6,8.5,46.6
Okra (Bhindi),Arunachal Pradesh,June,Double Super Phosphate (DSP),119.3,80.9,109.6,23.1,43.3,7.6,35.6
Okra (Bhindi),Himachal Pradesh,May,Compost,6.9,75.7,58.6,21.6,90.8,5.1,21.2
Okra (Bhindi),Assam,May,Diammonium Phosphate (DAP),81.7,79.0,116.9,23.6,26.8,8.4,15.4
Okra (Bhindi),Haryana,August,NPK 15:15:15,123.4,73.7,40.0,43.4,38.6,8.3,13.3
Okra (Bhindi),Andhra Pradesh,August,Dolomite,58.5,26.9,15.6,11.5,83.7,6.4,10.4
Okra (Bhindi),Kerala,June,NPK 20:20:13,84.7,69.9,3.3,26.5,56.8,4.6,29.8
Okra (Bhindi),Chhattisgarh,February,Ammonium Nitrate,40.5,67.5,90.2,19.9,92.0,7.0,41.4
Okra (Bhindi),Assam,July,Boron (Boric Acid/Borax),117.8,92.9,47.2,23.7,27.6,8.2,26.5
Okra (Bhindi),Arunachal Pradesh,February,Diammonium Phosphate (DAP),16.5,18.1,0.5,42.7,55.9,8.8,11.1
Okra (Bhindi),Arunachal Pradesh,October,Polymer Coated Urea,53.2,87.3,8.9,20.8,51.8,5.6,10.3
Okra (Bhindi),Andhra Pradesh,April,Zinc EDTA,51.2,29.6,119.7,21.4,44.6,7.8,17.4
Okra (Bhindi),Jharkhand,March,Ammonium Chloride,37.1,65.1,42.7,43.1,99.4,7.2,45.0
Okra (Bhindi),Karnataka,August,Gypsum,70.9,59.9,64.2,34.4,29.8,5.3,30.8
Okra (Bhindi),Goa,December,Ferrous Sulphate,55.4,9.9,42.9,41.4,63.7,5.0,27.7
Okra (Bhindi),Assam,January,NPK 20:20:13,77.4,32.1,6.1,32.6,71.5,5.9,34.1
Okra (Bhindi),Maharashtra,September,Phosphobacteria,29.8,4.4,50.3,42.5,60.7,4.5,29.5
Okra (Bhindi),Karnataka,October,Zinc EDTA,70.1,58.0,34.0,28.5,87.5,6.6,14.6
Okra (Bhindi),Kerala,September,Zinc EDTA,106.5,74.4,37.5,38.4,56.5,8.3,16.1
Okra (Bhindi),Arunachal Pradesh,May,Boron Fortified NPK,31.4,44.3,74.8,14.5,40.7,8.6,30.2
Okra (Bhindi),Bihar,June,Sulfur Coated Urea,10.6,6.3,74.4,24.0,59.0,8.8,13.6
Okra (Bhindi),Assam,March,Zinc EDTA,133.8,90.5,4.5,29.3,66.9,5.2,26.4
Okra (Bhindi),Haryana,August,Vermicompost,137.2,23.1,83.8,39.4,83.9,7.8,37.7
Okra (Bhindi),Jharkhand,July,Urea,65.7,0.3,11.6,24.8,97.8,6.8,43.7
Okra (Bhindi),Madhya Pradesh,August,Zinc Fortified Urea,40.3,3.7,66.0,10.4,64.6,7.4,37.8
Okra (Bhindi),Bihar,August,NPK 14:35:14,63.1,87.2,21.1,20.6,36.7,6.6,38.1
Okra (Bhindi),Haryana,October,Anhydrous Ammonia,65.8,8.1,90.0,13.2,30.1,8.6,11.8
Okra (Bhindi),Maharashtra,June,Potassium Nitrate,67.7,24.3,31.0,43.2,24.7,5.5,46.0
Okra (Bhindi),Bihar,August,Pyrites,113.2,19.5,4.1,41.3,68.3,6.4,11.1
Okra (Bhindi),Kerala,December,NPK 20:20:0,83.1,88.6,64.0,17.1,34.8,7.1,21.5
Okra (Bhindi),Gujarat,October,NPK 28:28:0,73.1,43.8,67.7,35.7,81.3,7.8,21.0
Okra (Bhindi),Jharkhand,June,Sulfur Coated Urea,45.8,30.8,10.8,24.5,34.9,7.7,14.8
Okra (Bhindi),Assam,January,Monoammonium Phosphate (MAP),123.1,52.3,29.0,44.8,21.4,5.6,22.9
Okra (Bhindi),Karnataka,October,Sulphate of Potash (SOP),45.7,68.0,49.1,30.1,75.8,6.5,48.5
Okra (Bhindi),Chhattisgarh,February,Vermicompost,123.8,97.2,67.7,17.7,55.6,6.0,14.0
